post_id;text;image_url;views_count
715240;;;9254
715236;#некот;;4961
715172;Бусёныш, Пусёна, Афанасьева Бусинка ?? 1 годик  Появилась у нас случайно (как и предыдущие 3 кота), мама пришла на работу с выходных и ей рассказали о котенке, который передвигается на передних лапках, волоча за собой за собой задние   Что с ней произошло-сделал это какой-то «человек», или упала с большой высоты на предприятии-мы не знаем, но гадать здесь было бесполезно, только себя нервировать   Недолго думая, мама положила ее в коробку и привезла домой  Решили, что сделаем все возможное, чтобы она начала ходить нормально, и постараемся пристроить в добрые руки (хаха, как и предыдущих подобрышей)   Поставили перелом позвоночника..  Столько ветклиник мы не посещали никогда, столько различных специалистов, с кем никогда не думали столкнуться   Но, однажды нам повезло, попался хороший лечащий врач и физиотерапевт  Нам расписали все упражнения, которые мы делали 4-5 раз каждый день, нужно было ограничивать движения после занятий и сидеть в клетке, ей совсем это не нравилось (фото 3)  Сначала ребенок охотно делал вид, что старается и терпит все возможные сгибания и разгибания лап, а потом, кажись, понял, что ей везде делают поблажки, сюсюкают и в любом случае в конце дадут вкусняшку, и немного подзабила и начала проситься играть с другими котами, потому что с людьми уже не так интересно)  Так вот, спустя время, мы начали ходить. Да, как-то периодически заваливаясь с бока на бок, но начали, мы были счастливы и ревели как ненормальные, видя эти шаги ??  Буся так ни к кому и не поехала жить, да мы и не пытались, с первых дней стало понятно, что она наша девочка   Единственная девчонка из четырех котов, самая ласковая, самая нежная и самая громкая, когда ты просто проходишь мимо ее миски, и повторюшка невозможная, переняла все повадки старших, даже со своими лапами умудряется залезать и проверять, что там для нее оставили на столе  Ловец всех жучков, самый активный ребенок, у которого постоянно есть желание смыть языком твой макияж))  Определить, что именно она идет укладываться ко мне под бочок спать-можно по шварканью лапами и пинанию звенящих игрушек (которых у нее просто миллиард, на вб было потрачено несколько зп будто бы, всякие тоннели, шарики, мышки с хвостами, перьями??)  В общем, невероятно добрая и самая любимая девочка, которая растопила сердце всех жителей квартиры, при том, что коты у нас строгие парни???;https://sun9-25.userapi.com/s/v1/ig2/RlzFOQU2BU1LF7MwEM-76ORyCWfc5KQXHzCZ6bUem6WDznee7Jm05KlzKlvj_ShdsPSmZA1zwZIuXKXMb9N00Q9-.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,960x1280&from=bu&u=_Syz-IQbr9Nqzx6jwOcPHCQu-v7nI0lXxIvjS1J00-Y&cs=510x680;19298
715143;"Мечтаете о котике? В чате уже более 50 подопечных ждут свою семью!  ????В ""Мяу-рейс к семье"" вы найдёте самых разных хвостатых друзей: от маленьких игривых котят до мудрых и ласковых взрослых котиков. Каждый из них нуждается в доме или хотя бы временной передержке. Все они уже выстроились на старт в поисках своих любящих хозяев!  Присоединяйтесь к чату и помогите им добраться до финиша — до уютного дома и заботливой семьи. Может быть, один из них уже ждет именно вас? ??  Москва, ваши пушистые друзья ждут!    ?Чат помощи бездомным котикам (https://tglink.io/14da673cd436) - ссылка на чат, ждем вас!  ??Канал, где размещены все котики что в поиске дома (https://tglink.io/0b1dc1ed48e6?erid=LjN8K1Hwv)";https://sun9-43.userapi.com/s/v1/ig2/UnWWmS22S4kJ9gcIcpPojZjIr5NIq9ES7oUzIdZbFOp8q2M5RTzYSawa8V1-CxbhJhXZo5sbFBpHWSxnleRq5Bih.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&from=bu&u=eCIjAysnUenA1OfoNU6gwx0IfsqPr9l5iFEGnXhikQk&cs=510x510;6014
715064;Пост памяти...  Дождливым утром 28 октября 2024 убежал на радугу мой любимый мальчик ? мой котик Лёня, Лёньчик, мой сладкий рыжик. Десять лет рыжего счастья, очень сильно скучаю, рыдаю??никак не справлюсь я с тоской по Лёньчику, сердце на тысячу осколков ?? от безысходности. Боролись с болезнью, даже когда доктор сказал, что шансов почти нет, я верила что выкарабкается.... Но увы... Очень своенравный , с мужским характером кот))) однолюб))), любил только меня, урчал песенки только для меня., а теперь тишина.... Домой не хочется идти меня мой лапушка не встретит, как раньше, не полезет своим носиком в пакеты за вкусняшками. Последний день его жизни носила его на ручках чесала за ушком, он засыпал, видимо боль отпускала., говорила с ним, что если он уйдёт мы всё равно встретимся там.. Только это будет не скоро,а когда он меня увидит, то скажет... Ой Мама какая ты у меня стала старенькая я возьму его на ручки и прижму его к себе и мы больше никогда не расстанемся ??. Утром мой малыш уже не встал??????прости меня, я делала всё возможное чтобы спасти тебя!!! Я знаю, Я верю, И Я оставляю открытыми двери ??????;https://sun9-18.userapi.com/s/v1/ig2/5kTL1poaaKdWjf1MYUmMHmY1FRop3GQeR8_kFkW8jyK1kBUs9HNr9stUI-d7UFtoWt_BflKstPrrEYxr5kHc9_iG.jpg?quality=95&as=32x53,48x80,72x120,108x180,160x266,240x399,360x598,480x798,540x898,616x1024&from=bu&u=xlljBcyQQPO9uUBHMbAnmyHdH7sRXofN-9AYZi-F8Sw&cs=510x848;11947
715031;;;11958
715020;#help@kotrastet  ?? дом ?? Москва и МО  Марья, 3-4 месяца.   Кошечка Марья ищет любящих и ответственных хозяев. Ее братика и сестричку уже забрали, а она одиноко плачет на кухне передержки ??   Девочка была спасена из ужасных условий, они жили в гаражах, где негде было укрыться от непогоды и никаких шансов согреться, спали на голой земле.  Марья обработана от паразитов, кушает сухой и влажный корм.  Пока осторожна к людям, но это дело времени.   Пристраиваем строго в дом с установленными/готовностью установить сетки антикошка.   Обращаться можно в мессенджеры по номеру 89295055265;https://sun9-63.userapi.com/s/v1/ig2/oVWz-mdVHi6t2sQ9EwL2XrCLJR-VpBy1tR00D2hGS7OGW_8kwIG5Lovujc_mzZwY7MPEGhaOhG5APplzf6TeFj21.jpg?quality=95&as=32x23,48x34,72x51,108x77,160x114,240x171,360x257,480x343,540x386,640x457,720x514,1080x771,1280x914,1440x1029,1512x1080&from=bu&u=64CtS76UdRJ7LhAsLFjQaAkoG3HJrtJebAIHD-fTzAc&cs=510x364;6018
714989;Привет всем! Знакомьтесь с Максиком ??Вот так подрос малыш, подскажите, как вы защищаете своих малышей от клещей? Просто мы живем в частном доме, и кот сейчас часто бывает на улице и вот уже дважды подцепил клеща за месяц, переживаю, что он чем-то заразится.;https://sun9-76.userapi.com/s/v1/ig2/WJG_aiB3Ng8CeKQa0qX_z3OHZX3r5jqMcJNulg9Thq_I2zjQqMKKdF39okek35fG9ThyhV3ylZfINfTseWJASXuf.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,960x1280&from=bu&u=tdqHf0gAxlqKFOCqw2MahUNXqsyVMdkKAjiVAfxc4bI&cs=510x680;8178
714967;Всем привет! Это моя любимая сладкая булка ) ему чуть больше года и зовут Флеш   Найден был возле офиса в кустах…сидел там весь день и не двигался с места. При ближайшем рассмотрении, оказалось что один глаз не видит, ходить практически не может и все время падает , весь в личинках и вшах…а шипит как дикая пантера )) И тут…сердце не выдержало  Пришлось забрать)  Муж дал три дня , чтобы пристроить это «чучело» на авито ),…чего конечно же я не сделала ) Прошло немного времени и гадкий утенок, стал упитанным и красивым котом ) Любит лазать по столам , есть креветки, рыться в цветах и делать кусь ))  P.s.: сейчас муж любит его даже больше меня ))так что все ок ?;https://sun9-74.userapi.com/s/v1/ig2/Ojh_QgNBvWrYSJsHX2Vw7JFGJB7HADy8_-ErrnEK_PnnmHk2bdgOt2kgm0UhfnYJZYu7iUwH6Zpjxm0j-KxKfiNw.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&u=H_Ze6daN2aMCdWnT-GqBT4J9CSQaE2vWf7nxfsc0jVw&cs=510x680;14139
714942;Всем привет! Хочу рассказать о своей любимой кошке по имени Мия. Мию нашла год назад у себя в подъезде, где она ,мягко говоря, была не в лучшем состоянии. Её подобрала соседняя девочка с подъезда,где она сказала,что Мия чуть не попала под машину. Чуть позже ,она познакомилась с моим дедушкой Баги ( ссылка на пост с Баги, если кому интересно: https://vk.com/wall-152141431_601966 ).   Она сначала всех боялась в доме, но потом начала привыкать. Баги её научил ходить в лоток ,хоть ему и тяжело было самому это делать. Мия начала со мной спать, играть, всё меньше боялась меня. Когда Баги не стало,она продолжила ходить к его лежанке и ждала его ??  Сейчас Мии год и три месяца , и я очень рада, что забрала её с улицы.;https://sun9-66.userapi.com/s/v1/ig2/0S22Dj5eyr6BFAT3-za5WEzrdGMOl2mJ4mX7sS-5ojTDbvJDQqKPjMXTG5I-_onKXDmYXl6g7puvN81YnZJU1Zq7.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960&from=bu&u=kARjXaQXyqso2x1KSvQkT3Ix3XMKs96wCnXaX1KASwE&cs=510x382;8825
714877;мой непоследливый, кусачий и иногда царапающийся, но всегда любимый Каспер ??  любит подрать кожаное игровое кресло, обожает носиться как угорелый, может позволить себя погладить, любит спать в ногах, на кровати, рядом   очень красивый, крутой, уже практически настоящий мужчина, ему около 6-7 месяцев, был привезен мне из другого города, где волонтерша нашла его в подвале   был очень маленький и сейчас уже в свои полгодика очень большой, мускулистый и сильный потому что носится как ненормальный   mybabymylove;https://sun9-40.userapi.com/s/v1/ig2/A_DoW3LByCaIJ9OGLafkbXSQsnLtvPFmW7KAUZ-0jqETd-tP--l8XO_PXj_yNIgo7en0Fpw-wTZi2qAlxAuDMuhi.jpg?quality=95&crop=0,0,1917,2560&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1440x1923,1917x2560&from=bu&u=HUUz7fkAO_Yw0M0oJard0oPMP9TGYNtTb4m0CmroIjM&cs=540x721;23766
714854;Всем доброго денёчка?? Этого маленького пупсика зовут Мусик(а также Мусине,Мюсик,Кися и сынок) Нашла эту булочку на фарпосте. На 1ом фото его первый день в моём доме,он был такой маленький. На 3ем и 4ом фото мы в гостях у родителей и их кить. Пока он рос,он постоянно тыкался своей мордочкой в лицо и засыпал. И вплоть до сегодняшнего дня он так делает,хотя ему уже почти год...тяжело держать на себе такую свинку:d Обожает бегать,играть с мячиками,доставать других котиков в доме(они от него прятались,пока он был маленький) А также ему нравится доставать кули какули с лотка и катать их по полу?? но мы всё равно его очен любим Сейчас он уже большой и так грустно,что эти пупсики так быстро растут...??;https://sun9-19.userapi.com/s/v1/ig2/4NWTtu2qO8RU6P3JH3W92PyhW7dQZV-cR3WpRvdV3Ln8orE2o-OD4kGx1fW22fXudUEplexkIxfL8ZyqZBV45k7A.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&u=GTapkSm33eW8P8qataLRAoN-n1IyiOV_s-h8waJi2hA&cs=510x680;10513
714826;Всем привет, нашего малыша зовут Серичка, вот такой красавчик он у нас, очень сильно его полюбили, забрали мы его 3 недельного, родился он в деревне на улице, их выложили в группу, я сразу поняла что это мой котик, люблю его очень сильно, и всем желаю найти своих котиков, в приютах или пристраиваюших группах, они ждут нас ));https://sun9-75.userapi.com/s/v1/ig2/82nBVzs2TwEEPJbiJsnTNNbfp-cPC45j5OigBaBb1Jj0d3jUCkYBTzesQI6Ux6CAjcEzXAnPGucoN3T2OCMETSSb.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x854,720x960,1080x1441,1280x1708,1440x1921,1919x2560&from=bu&u=SszU2KL1z_pZfLvz_8gLt29e14bqbL9DeU96zHC4eDw&cs=510x680;10838
714799;Рубль ?? 1 - 10 месяцев;https://sun9-37.userapi.com/s/v1/ig2/nWPGH-QLeJJQDwoViQr0OwcZe_YYbAjfPdLOoqv2QGELSJa5fF1eS1UoxKoM1PgEPzwHm_vf6kvn3CStCFnDkGtQ.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&u=-sjAqLC1tel4yzdFRxyEAzTsn2b0GHohRIA2qNkWj8Y&cs=510x680;13247
714726;Мои находки из помойки. Очень непросто было вырастить в условиях отсутствия отопления и наличия работы??Старшая кошка Василиса помогала с освоением лотка и когтеточки.Классные девчонки выросли - очень умные и совсем ручные.С рыжим пятнышком на лбу это Клёпа, а её вредную сестру зовут Зайка.Последнее фото вся банда в сборе;https://sun9-73.userapi.com/s/v1/ig2/ceQyfNFEIKNZV0j8Iirej-SgtXf60RvJHdtIDD0BDCvZ1kDTmz3TGTzKkZJkO7_M0E8myz5RZrgAOc5vI6IMhb3k.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&u=_L7iWpXCUnYC7SxmF8mzjMLRg1FkLVTtutrTAJOQpiM&cs=510x680;37204
714705;Тося aka Тося Чайкина Особые приметы: 8 лет Любит коробки,спать в раковине,закрадываться ночью в спальню и начинать блювать Требует открытых дверей во всей квартире;https://sun9-35.userapi.com/s/v1/ig2/Cl_w5u9HKMVQCuQUcLmIKcZ5B8pG8bj2ginIXWtBDTAlfZ-4IuVwft1gielRe9ZJme-LWoMTNv3H5yZYSzGvpNDI.jpg?quality=95&as=32x48,48x72,72x108,108x162,160x240,240x360,360x540,480x720,540x810,640x960,720x1080,1080x1621,1280x1921,1440x2161,1706x2560&from=bu&u=AjTWATVXupSGjDC8iGpwYNiPeUsq_cz8jqk8l6HViAI&cs=510x765;10140
714690;Моя булочка с окрасом сердца? Встретили ее на трассе и решили забрать?? Любит лазить везде особенно сидеть на моей спине??Будильник по утрам в придачу,по лицу бьет лапой это значит надо встать ее покормить и открыть окно смотреть птичек??;https://sun9-45.userapi.com/s/v1/ig2/PGR7A7Fpz6DlP94iWuEBbuA1-vBKmfghkqSBzJkdeL6HVNc24z7w-mXYaz7n6Y84BONaA0GIxrF3FLfxk6RH2qLx.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&u=Jsn2WY7Pm3QZLlSyUuB4jvKFxhxHDhJKtDnH9UnD7vg&cs=510x680;13508
